,loss,accuracy,recall_m,precision_m,f1_m,val_loss,val_accuracy,val_recall_m,val_precision_m,val_f1_m
0,1.0569039583206177,0.6987704634666443,0.608352780342102,0.7796250581741333,0.6752474308013916,0.6034713983535767,0.8280701637268066,0.7472221851348877,0.9034659266471863,0.815803587436676
1,0.6673043966293335,0.7962529063224792,0.7403621673583984,0.8532162308692932,0.7905387282371521,0.5248288512229919,0.8122807145118713,0.7843749523162842,0.8669109344482422,0.8226239681243896
2,0.5758669376373291,0.8190866708755493,0.7757009267807007,0.8669211268424988,0.8168875575065613,0.5696808099746704,0.8052631616592407,0.777430534362793,0.8365388512611389,0.805192232131958
3,0.4883030951023102,0.8501170873641968,0.8113317489624023,0.8870472311973572,0.8463515043258667,0.547452449798584,0.8263157606124878,0.8003472089767456,0.8630252480506897,0.8297871947288513
4,0.45869550108909607,0.8530445098876953,0.8206775784492493,0.8923730850219727,0.8537444472312927,0.5840919613838196,0.8105263113975525,0.7666666507720947,0.8705729246139526,0.8136448860168457
5,0.4280516505241394,0.8609485030174255,0.8303154110908508,0.8940061926841736,0.8600519299507141,0.5730836987495422,0.8263157606124878,0.7895833253860474,0.8441522717475891,0.8154801726341248
6,0.3622378408908844,0.8852459192276001,0.860981285572052,0.9118852019309998,0.8848274350166321,0.6236295104026794,0.8035087585449219,0.785069465637207,0.8229454159736633,0.803024172782898
7,0.3522968292236328,0.881147563457489,0.8580607771873474,0.9078837037086487,0.881440281867981,0.4986748993396759,0.8456140160560608,0.828125,0.8673534989356995,0.846684992313385
8,0.3495136797428131,0.8878805637359619,0.8624415993690491,0.9114208221435547,0.8855724334716797,0.5330594182014465,0.8368421196937561,0.8149305582046509,0.8692587614059448,0.8404305577278137
9,0.29909753799438477,0.9083723425865173,0.886390209197998,0.9274329543113708,0.9058020710945129,0.5197909474372864,0.840350866317749,0.8138888478279114,0.8695122003555298,0.8401674032211304
10,0.3059616684913635,0.9016393423080444,0.8814252614974976,0.9237955212593079,0.9014715552330017,0.5188665986061096,0.8385964632034302,0.8225694298744202,0.8628904819488525,0.8414614200592041
11,0.2673332691192627,0.9142271876335144,0.9015771150588989,0.9342890977859497,0.9171150326728821,0.5086299777030945,0.8491228222846985,0.8329861164093018,0.8780028820037842,0.8539415597915649
12,0.27431175112724304,0.9130561947822571,0.8957359790802002,0.9319718480110168,0.9128817915916443,0.612787663936615,0.8298245668411255,0.8111111521720886,0.8447051644325256,0.8270542025566101
