,loss,accuracy,recall_m,precision_m,f1_m,val_loss,val_accuracy,val_recall_m,val_precision_m,val_f1_m
0,1.0894525051116943,0.6264637112617493,0.4690420627593994,0.7565004825592041,0.5671867728233337,0.643959641456604,0.7824561595916748,0.6961805820465088,0.8543771505355835,0.7639653086662292
1,0.7624655961990356,0.7453161478042603,0.6731892228126526,0.8155147433280945,0.7345744371414185,0.5720890760421753,0.8070175647735596,0.7559027671813965,0.8807742595672607,0.8114544153213501
2,0.6809524297714233,0.7725409865379333,0.708820104598999,0.8282781839370728,0.7622612714767456,0.5480207204818726,0.8105263113975525,0.7729166746139526,0.8573141098022461,0.8120049834251404
3,0.6473442316055298,0.7798594832420349,0.7251752614974976,0.8403119444847107,0.7767965197563171,0.6104797124862671,0.7947368621826172,0.7572916746139526,0.8276150226593018,0.7898828983306885
4,0.5769754648208618,0.8100116848945618,0.7610981464385986,0.8600634932518005,0.8059397339820862,0.558771550655365,0.8052631616592407,0.7659722566604614,0.8505335450172424,0.8043814301490784
5,0.553848922252655,0.8211358189582825,0.7806658744812012,0.866723895072937,0.8200533390045166,0.5686548352241516,0.821052610874176,0.777430534362793,0.8484927415847778,0.8102275729179382
6,0.5354377031326294,0.8205503225326538,0.7797897458076477,0.8659669160842896,0.8192493319511414,0.5999939441680908,0.8105263113975525,0.7826388478279114,0.8346229791641235,0.807009220123291
7,0.4919876456260681,0.8343091607093811,0.7990654110908508,0.8732620477676392,0.8332628011703491,0.635763943195343,0.7824561595916748,0.7479166388511658,0.8210000395774841,0.7812643647193909
8,0.47327694296836853,0.8404566645622253,0.8034462332725525,0.8731702566146851,0.8358513712882996,0.4809281826019287,0.8350877165794373,0.8204861283302307,0.8671295642852783,0.8427079319953918
9,0.44432181119918823,0.8530445098876953,0.8209696412086487,0.8886224031448364,0.8523432612419128,0.5475257039070129,0.819298267364502,0.7951388955116272,0.8448958992958069,0.8186280727386475
10,0.4505466818809509,0.8477751612663269,0.8195093274116516,0.8826882243156433,0.8488328456878662,0.5063463449478149,0.8245614171028137,0.8020833134651184,0.8693019151687622,0.832716166973114
11,0.413189560174942,0.8577283620834351,0.8329439163208008,0.8877517580986023,0.8585807681083679,0.5520314574241638,0.8298245668411255,0.7979166507720947,0.8695409893989563,0.8313672542572021
12,0.4168331027030945,0.8662177920341492,0.8379088640213013,0.8939321041107178,0.8641753792762756,0.4597185552120209,0.859649121761322,0.8180555701255798,0.8825023174285889,0.847989022731781
13,0.4004386067390442,0.8659250736236572,0.8440420627593994,0.8944770693778992,0.8677683472633362,0.5920106172561646,0.8157894611358643,0.7972222566604614,0.8363896608352661,0.8156740665435791
14,0.3722582757472992,0.8723653554916382,0.8475467562675476,0.8991409540176392,0.8716658353805542,0.5249969363212585,0.8438596725463867,0.8149305582046509,0.8684408664703369,0.8398304581642151
15,0.35998016595840454,0.8755854964256287,0.8525117039680481,0.9019548892974854,0.8757428526878357,0.5450084209442139,0.8333333134651184,0.8114583492279053,0.8596726655960083,0.834354043006897
16,0.35459038615226746,0.8790983557701111,0.8528037667274475,0.902637779712677,0.8761938810348511,0.5976800918579102,0.8052631616592407,0.7954861521720886,0.8410599827766418,0.8163158893585205
17,0.3520161509513855,0.8831967115402222,0.8641939163208008,0.9070711135864258,0.88437819480896,0.5940385460853577,0.8157894611358643,0.8003472089767456,0.84295254945755,0.8205055594444275
18,0.33453941345214844,0.8911007046699524,0.8694509267807007,0.9102088212966919,0.8886595368385315,0.4879164397716522,0.8491228222846985,0.8180555701255798,0.8740863800048828,0.8442338705062866
19,0.3146631717681885,0.898126482963562,0.8793808221817017,0.9221447110176086,0.8996084332466125,0.495015412569046,0.8526315689086914,0.8284722566604614,0.8819389343261719,0.8534442186355591
20,0.3104499876499176,0.8951990604400635,0.8799649477005005,0.9165506362915039,0.8972923159599304,0.5678740739822388,0.8280701637268066,0.8065972328186035,0.8489748239517212,0.8267208337783813
21,0.2988259494304657,0.8931499123573303,0.8761682510375977,0.9138244986534119,0.8940855264663696,0.6826878190040588,0.8052631616592407,0.7895833253860474,0.8219195008277893,0.8047564029693604
22,0.2662440836429596,0.9057376980781555,0.8942757248878479,0.9234665036201477,0.9081624746322632,0.5246677994728088,0.8491228222846985,0.8312499523162842,0.8637235164642334,0.8466470837593079
23,0.29473936557769775,0.9001756310462952,0.8860981464385986,0.9185723066329956,0.9016017317771912,0.5605243444442749,0.8473684191703796,0.8322916626930237,0.8737433552742004,0.8518305420875549
24,0.2930779755115509,0.9060304164886475,0.8898948431015015,0.9201815724372864,0.9043294787406921,0.550908088684082,0.840350866317749,0.8121527433395386,0.8563999533653259,0.8329460024833679
25,0.28277966380119324,0.8992974162101746,0.8855140209197998,0.9176377058029175,0.9007872343063354,0.5924944281578064,0.8421052694320679,0.8197916746139526,0.8499300479888916,0.834058403968811
26,0.26489996910095215,0.9112997651100159,0.8983644843101501,0.9275072813034058,0.9122292995452881,0.5579553842544556,0.8280701637268066,0.8229166865348816,0.8488261103630066,0.835308313369751
27,0.28095680475234985,0.9054449796676636,0.8910630941390991,0.9186862111091614,0.9042752981185913,0.5303972959518433,0.8473684191703796,0.8284722566604614,0.864599883556366,0.8457398414611816
28,0.2459152340888977,0.9180327653884888,0.9059579372406006,0.9317426681518555,0.918322741985321,0.618647038936615,0.8333333134651184,0.8197916746139526,0.8447200655937195,0.8317803740501404
29,0.2592375576496124,0.9127634763717651,0.9001168012619019,0.9283862113952637,0.9135886430740356,0.5613638758659363,0.8350877165794373,0.8277777433395386,0.8542344570159912,0.8403317928314209
